,continent,country,year,age,suicides_no,population,gdp_per_capita ($),s_rate
12763,Asia,Turkmenistan,1995,75+ years,3,49200,650,6.1
12764,Asia,Turkmenistan,1996,15-24 years,93,882300,608,10.54
12765,Asia,Turkmenistan,1996,25-34 years,62,721700,608,8.59
12766,Asia,Turkmenistan,1996,35-54 years,70,753700,608,9.29
12767,Asia,Turkmenistan,1996,5-14 years,13,1178800,608,1.1
12768,Asia,Turkmenistan,1996,55-74 years,40,327300,608,12.22
12769,Asia,Turkmenistan,1996,75+ years,5,49200,608,10.16
12770,Asia,Turkmenistan,1997,15-24 years,125,899900,612,13.89
12771,Asia,Turkmenistan,1997,25-34 years,85,730800,612,11.63
12772,Asia,Turkmenistan,1997,35-54 years,81,791300,612,10.24
12773,Asia,Turkmenistan,1997,5-14 years,13,1207100,612,1.08
12774,Asia,Turkmenistan,1997,55-74 years,27,328200,612,8.23
12775,Asia,Turkmenistan,1997,75+ years,2,49100,612,4.07
12776,Asia,Turkmenistan,1998,15-24 years,129,917100,636,14.07
12777,Asia,Turkmenistan,1998,25-34 years,85,737900,636,11.52
12778,Asia,Turkmenistan,1998,35-54 years,136,831200,636,16.36
12779,Asia,Turkmenistan,1998,5-14 years,18,1238200,636,1.45
12780,Asia,Turkmenistan,1998,55-74 years,29,325100,636,8.92
12781,Asia,Turkmenistan,1998,75+ years,8,49700,636,16.1
12782,Asia,Turkmenistan,1999,15-24 years,141,886122,619,15.91
12783,Asia,Turkmenistan,1999,25-34 years,117,692577,619,16.89
12784,Asia,Turkmenistan,1999,35-54 years,129,856711,619,15.06
12785,Asia,Turkmenistan,1999,5-14 years,9,1146264,619,0.79
12786,Asia,Turkmenistan,1999,55-74 years,41,321841,619,12.74
12787,Asia,Turkmenistan,1999,75+ years,5,55239,619,9.05
12788,Asia,Turkmenistan,2000,15-24 years,136,906053,721,15.01
12789,Asia,Turkmenistan,2000,25-34 years,107,701274,721,15.26
12790,Asia,Turkmenistan,2000,35-54 years,107,893832,721,11.97
12791,Asia,Turkmenistan,2000,5-14 years,9,1148200,721,0.78
12792,Asia,Turkmenistan,2000,55-74 years,19,320201,721,5.93
12793,Asia,Turkmenistan,2000,75+ years,5,56918,721,8.78
12794,Asia,Turkmenistan,2001,15-24 years,120,927587,863,12.94
12795,Asia,Turkmenistan,2001,25-34 years,136,711658,863,19.11
12796,Asia,Turkmenistan,2001,35-54 years,149,929355,863,16.03
12797,Asia,Turkmenistan,2001,5-14 years,9,1147685,863,0.78
12798,Asia,Turkmenistan,2001,55-74 years,28,318524,863,8.79
12799,Asia,Turkmenistan,2001,75+ years,3,61172,863,4.9
12800,Asia,Turkmenistan,2002,15-24 years,137,947257,1077,14.46
12801,Asia,Turkmenistan,2002,25-34 years,127,721206,1077,17.61
12802,Asia,Turkmenistan,2002,35-54 years,113,959999,1077,11.77
12803,Asia,Turkmenistan,2002,5-14 years,10,1133154,1077,0.88
12804,Asia,Turkmenistan,2002,55-74 years,27,316694,1077,8.53
12805,Asia,Turkmenistan,2002,75+ years,2,65382,1077,3.06
12806,Asia,Turkmenistan,2003,15-24 years,119,966561,1431,12.31
12807,Asia,Turkmenistan,2003,25-34 years,122,730871,1431,16.69
12808,Asia,Turkmenistan,2003,35-54 years,112,987211,1431,11.35
12809,Asia,Turkmenistan,2003,5-14 years,5,1107844,1431,0.45
12810,Asia,Turkmenistan,2003,55-74 years,14,316137,1431,4.43
12811,Asia,Turkmenistan,2003,75+ years,5,69116,1431,7.23
12812,Asia,Turkmenistan,2004,15-24 years,119,987645,1624,12.05
12813,Asia,Turkmenistan,2004,25-34 years,121,741838,1624,16.31
12814,Asia,Turkmenistan,2004,35-54 years,119,1013395,1624,11.74
12815,Asia,Turkmenistan,2004,5-14 years,10,1077600,1624,0.93
12816,Asia,Turkmenistan,2004,55-74 years,17,318563,1624,5.34
12817,Asia,Turkmenistan,2004,75+ years,6,71959,1624,8.34
12818,Asia,Turkmenistan,2005,15-24 years,147,1011240,1906,14.54
12819,Asia,Turkmenistan,2005,25-34 years,128,754675,1906,16.96
12820,Asia,Turkmenistan,2005,35-54 years,141,1039823,1906,13.56
12821,Asia,Turkmenistan,2005,5-14 years,12,1048245,1906,1.14
12822,Asia,Turkmenistan,2005,55-74 years,35,324812,1906,10.78
12823,Asia,Turkmenistan,2005,75+ years,5,73735,1906,6.78
12824,Asia,Turkmenistan,2006,15-24 years,166,1031901,2397,16.09
12825,Asia,Turkmenistan,2006,25-34 years,127,767644,2397,16.54
12826,Asia,Turkmenistan,2006,35-54 years,155,1062065,2397,14.59
12827,Asia,Turkmenistan,2006,5-14 years,16,1017285,2397,1.57
12828,Asia,Turkmenistan,2006,55-74 years,35,332552,2397,10.52
12829,Asia,Turkmenistan,2006,75+ years,7,76203,2397,9.19
12830,Asia,Turkmenistan,2007,15-24 years,104,1056536,2916,9.84
12831,Asia,Turkmenistan,2007,25-34 years,95,783729,2916,12.12
12832,Asia,Turkmenistan,2007,35-54 years,109,1086453,2916,10.03
12833,Asia,Turkmenistan,2007,5-14 years,12,993356,2916,1.21
12834,Asia,Turkmenistan,2007,55-74 years,30,344783,2916,8.7
12835,Asia,Turkmenistan,2007,75+ years,4,77800,2916,5.14
12836,Asia,Turkmenistan,2008,15-24 years,194,1080761,4368,17.95
12837,Asia,Turkmenistan,2008,25-34 years,120,802430,4368,14.95
12838,Asia,Turkmenistan,2008,35-54 years,130,1112058,4368,11.69
12839,Asia,Turkmenistan,2008,5-14 years,12,977434,4368,1.23
12840,Asia,Turkmenistan,2008,55-74 years,24,360486,4368,6.66
12841,Asia,Turkmenistan,2008,75+ years,4,78966,4368,5.07
12842,Asia,Turkmenistan,2009,15-24 years,67,1097503,4508,6.1
12843,Asia,Turkmenistan,2009,25-34 years,42,822775,4508,5.1
12844,Asia,Turkmenistan,2009,35-54 years,36,1136992,4508,3.17
12845,Asia,Turkmenistan,2009,5-14 years,10,969012,4508,1.03
12846,Asia,Turkmenistan,2009,55-74 years,8,377973,4508,2.12
12847,Asia,Turkmenistan,2009,75+ years,2,80212,4508,2.49
12848,Asia,Turkmenistan,2010,15-24 years,64,1102839,4962,5.8
12849,Asia,Turkmenistan,2010,25-34 years,49,844251,4962,5.8
12850,Asia,Turkmenistan,2010,35-54 years,44,1160414,4962,3.79
12851,Asia,Turkmenistan,2010,5-14 years,7,965586,4962,0.72
12852,Asia,Turkmenistan,2010,55-74 years,12,396368,4962,3.03
12853,Asia,Turkmenistan,2010,75+ years,2,81727,4962,2.45
12854,Asia,Turkmenistan,2011,15-24 years,47,1101093,6319,4.27
12855,Asia,Turkmenistan,2011,25-34 years,25,869774,6319,2.87
12856,Asia,Turkmenistan,2011,35-54 years,41,1185581,6319,3.46
12857,Asia,Turkmenistan,2011,5-14 years,3,968684,6319,0.31
12858,Asia,Turkmenistan,2011,55-74 years,13,415186,6319,3.13
12859,Asia,Turkmenistan,2011,75+ years,1,85777,6319,1.17
12860,Asia,Turkmenistan,2012,15-24 years,53,1087121,7498,4.88
12861,Asia,Turkmenistan,2012,25-34 years,32,894628,7498,3.58
12862,Asia,Turkmenistan,2012,35-54 years,43,1208572,7498,3.56
12863,Asia,Turkmenistan,2012,5-14 years,4,975534,7498,0.41
12864,Asia,Turkmenistan,2012,55-74 years,5,434359,7498,1.15
12865,Asia,Turkmenistan,2012,75+ years,1,89844,7498,1.11
12866,Asia,Turkmenistan,2013,15-24 years,35,1064975,8255,3.29
12867,Asia,Turkmenistan,2013,25-34 years,29,919228,8255,3.15
12868,Asia,Turkmenistan,2013,35-54 years,31,1230419,8255,2.52
12869,Asia,Turkmenistan,2013,5-14 years,0,985418,8255,0.0
12870,Asia,Turkmenistan,2013,55-74 years,5,454908,8255,1.1
12871,Asia,Turkmenistan,2013,75+ years,1,93107,8255,1.07
12872,Asia,Turkmenistan,2014,15-24 years,43,1041456,9046,4.13
12873,Asia,Turkmenistan,2014,25-34 years,37,944946,9046,3.92
12874,Asia,Turkmenistan,2014,35-54 years,43,1253341,9046,3.43
12875,Asia,Turkmenistan,2014,5-14 years,3,998318,9046,0.3
12876,Asia,Turkmenistan,2014,55-74 years,10,478563,9046,2.09
12877,Asia,Turkmenistan,2014,75+ years,0,94603,9046,0.0
12878,Asia,Turkmenistan,2015,15-24 years,52,1020582,7326,5.1
12879,Asia,Turkmenistan,2015,25-34 years,26,972034,7326,2.67
12880,Asia,Turkmenistan,2015,35-54 years,43,1278390,7326,3.36
12881,Asia,Turkmenistan,2015,5-14 years,1,1015537,7326,0.1
12882,Asia,Turkmenistan,2015,55-74 years,10,506031,7326,1.98
12883,Asia,Turkmenistan,2015,75+ years,1,93940,7326,1.06
12884,Europe,Ukraine,1987,15-24 years,616,7003800,1353,8.8
12885,Europe,Ukraine,1987,25-34 years,1559,7843300,1353,19.88
12886,Europe,Ukraine,1987,35-54 years,3863,13088600,1353,29.51
12887,Europe,Ukraine,1987,5-14 years,62,7244700,1353,0.86
12888,Europe,Ukraine,1987,55-74 years,2958,9722900,1353,30.42
12889,Europe,Ukraine,1987,75+ years,992,2470900,1353,40.15
12890,Europe,Ukraine,1988,15-24 years,676,6937100,1571,9.74
12891,Europe,Ukraine,1988,25-34 years,1562,7856600,1571,19.88
12892,Europe,Ukraine,1988,35-54 years,3658,13257500,1571,27.59
12893,Europe,Ukraine,1988,5-14 years,84,7276800,1571,1.15
12894,Europe,Ukraine,1988,55-74 years,2773,9668500,1571,28.68
12895,Europe,Ukraine,1988,75+ years,998,2553400,1571,39.09
12896,Europe,Ukraine,1989,15-24 years,753,6931300,1732,10.86
12897,Europe,Ukraine,1989,25-34 years,1794,7824400,1732,22.93
12898,Europe,Ukraine,1989,35-54 years,4306,13466400,1732,31.98
12899,Europe,Ukraine,1989,5-14 years,74,7345600,1732,1.01
12900,Europe,Ukraine,1989,55-74 years,2871,9576300,1732,29.98
12901,Europe,Ukraine,1989,75+ years,1089,2617700,1732,41.6
12902,Europe,Ukraine,1990,15-24 years,778,6999200,1698,11.12
12903,Europe,Ukraine,1990,25-34 years,1693,7741900,1698,21.87
12904,Europe,Ukraine,1990,35-54 years,4274,13584800,1698,31.46
12905,Europe,Ukraine,1990,5-14 years,65,7401500,1698,0.88
12906,Europe,Ukraine,1990,55-74 years,2889,9599700,1698,30.09
12907,Europe,Ukraine,1990,75+ years,946,2644500,1698,35.77
12908,Europe,Ukraine,1991,15-24 years,755,7081700,1607,10.66
12909,Europe,Ukraine,1991,25-34 years,1654,7664200,1607,21.58
12910,Europe,Ukraine,1991,35-54 years,4311,13597400,1607,31.7
12911,Europe,Ukraine,1991,5-14 years,83,7458700,1607,1.11
12912,Europe,Ukraine,1991,55-74 years,2942,9811200,1607,29.99
12913,Europe,Ukraine,1991,75+ years,955,2587400,1607,36.91
12914,Europe,Ukraine,1992,15-24 years,812,7162600,1525,11.34
12915,Europe,Ukraine,1992,25-34 years,1818,7590800,1525,23.95
12916,Europe,Ukraine,1992,35-54 years,4811,13533300,1525,35.55
12917,Europe,Ukraine,1992,5-14 years,81,7538100,1525,1.07
12918,Europe,Ukraine,1992,55-74 years,3243,10168500,1525,31.89
12919,Europe,Ukraine,1992,75+ years,901,2494000,1525,36.13
12920,Europe,Ukraine,1993,15-24 years,947,7233800,1349,13.09
12921,Europe,Ukraine,1993,25-34 years,1920,7480400,1349,25.67
12922,Europe,Ukraine,1993,35-54 years,4879,13414700,1349,36.37
12923,Europe,Ukraine,1993,5-14 years,85,7607500,1349,1.12
12924,Europe,Ukraine,1993,55-74 years,3594,10541000,1349,34.1
12925,Europe,Ukraine,1993,75+ years,1044,2403100,1349,43.44
12926,Europe,Ukraine,1994,15-24 years,1054,7282500,1081,14.47
12927,Europe,Ukraine,1994,25-34 years,1995,7299500,1081,27.33
12928,Europe,Ukraine,1994,35-54 years,5379,13307300,1081,40.42
12929,Europe,Ukraine,1994,5-14 years,78,7606400,1081,1.03
12930,Europe,Ukraine,1994,55-74 years,4261,10782200,1081,39.52
12931,Europe,Ukraine,1994,75+ years,1059,2341100,1081,45.24
12932,Europe,Ukraine,1995,15-24 years,1135,7318900,996,15.51
12933,Europe,Ukraine,1995,25-34 years,2097,7103300,996,29.52
12934,Europe,Ukraine,1995,35-54 years,5738,13259000,996,43.28
12935,Europe,Ukraine,1995,5-14 years,84,7531600,996,1.12
12936,Europe,Ukraine,1995,55-74 years,4534,10910500,996,41.56
12937,Europe,Ukraine,1995,75+ years,953,2292000,996,41.58
12938,Europe,Ukraine,1996,15-24 years,1188,7318700,925,16.23
12939,Europe,Ukraine,1996,25-34 years,2118,6957600,925,30.44
12940,Europe,Ukraine,1996,35-54 years,5986,13254800,925,45.16
12941,Europe,Ukraine,1996,5-14 years,88,7426000,925,1.19
12942,Europe,Ukraine,1996,55-74 years,4900,10958600,925,44.71
12943,Europe,Ukraine,1996,75+ years,880,2258800,925,38.96
12944,Europe,Ukraine,1997,15-24 years,1158,7285600,1046,15.89
12945,Europe,Ukraine,1997,25-34 years,2107,6875700,1046,30.64
12946,Europe,Ukraine,1997,35-54 years,5789,13324900,1046,43.44
12947,Europe,Ukraine,1997,5-14 years,78,7286000,1046,1.07
12948,Europe,Ukraine,1997,55-74 years,4887,10883000,1046,44.9
12949,Europe,Ukraine,1997,75+ years,884,2267800,1046,38.98
12950,Europe,Ukraine,1998,15-24 years,1245,7291000,879,17.08
12951,Europe,Ukraine,1998,25-34 years,2049,6827800,879,30.01
12952,Europe,Ukraine,1998,35-54 years,5783,13519600,879,42.77
12953,Europe,Ukraine,1998,5-14 years,78,7067400,879,1.1
12954,Europe,Ukraine,1998,55-74 years,4744,10656900,879,44.52
12955,Europe,Ukraine,1998,75+ years,890,2312700,879,38.48
12956,Europe,Ukraine,1999,15-24 years,1212,7335200,666,16.52
12957,Europe,Ukraine,1999,25-34 years,2047,6807700,666,30.07
12958,Europe,Ukraine,1999,35-54 years,5643,13723400,666,41.12
12959,Europe,Ukraine,1999,5-14 years,93,6792700,666,1.37
12960,Europe,Ukraine,1999,55-74 years,4491,10367100,666,43.32
12961,Europe,Ukraine,1999,75+ years,877,2389300,666,36.71
12962,Europe,Ukraine,2000,15-24 years,1293,7368500,663,17.55
12963,Europe,Ukraine,2000,25-34 years,1991,6833200,663,29.14
12964,Europe,Ukraine,2000,35-54 years,5850,13899000,663,42.09
12965,Europe,Ukraine,2000,5-14 years,116,6506500,663,1.78
12966,Europe,Ukraine,2000,55-74 years,4336,10039000,663,43.19
12967,Europe,Ukraine,2000,75+ years,881,2479200,663,35.54
12968,Europe,Ukraine,2001,15-24 years,1220,7400189,812,16.49
12969,Europe,Ukraine,2001,25-34 years,1851,6876793,812,26.92
12970,Europe,Ukraine,2001,35-54 years,5347,14003959,812,38.18
12971,Europe,Ukraine,2001,5-14 years,83,6195100,812,1.34
12972,Europe,Ukraine,2001,55-74 years,3776,9752466,812,38.72
12973,Europe,Ukraine,2001,75+ years,854,2577462,812,33.13
12974,Europe,Ukraine,2002,15-24 years,1140,7425470,920,15.35
12975,Europe,Ukraine,2002,25-34 years,1878,6629807,920,28.33
12976,Europe,Ukraine,2002,35-54 years,5071,13892185,920,36.5
12977,Europe,Ukraine,2002,5-14 years,68,5792211,920,1.17
12978,Europe,Ukraine,2002,55-74 years,3497,9697560,920,36.06
12979,Europe,Ukraine,2002,75+ years,882,2622784,920,33.63
12980,Europe,Ukraine,2003,15-24 years,1125,7468187,1097,15.06
12981,Europe,Ukraine,2003,25-34 years,1842,6657583,1097,27.67
12982,Europe,Ukraine,2003,35-54 years,4981,13839859,1097,35.99
12983,Europe,Ukraine,2003,5-14 years,67,5472678,1097,1.22
12984,Europe,Ukraine,2003,55-74 years,3386,9527130,1097,35.54
12985,Europe,Ukraine,2003,75+ years,912,2731946,1097,33.38
12986,Europe,Ukraine,2004,15-24 years,1053,7467107,1432,14.1
12987,Europe,Ukraine,2004,25-34 years,1672,6702218,1432,24.95
12988,Europe,Ukraine,2004,35-54 years,4717,13702733,1432,34.42
12989,Europe,Ukraine,2004,5-14 years,70,5169607,1432,1.35
12990,Europe,Ukraine,2004,55-74 years,2863,9455905,1432,30.28
12991,Europe,Ukraine,2004,75+ years,881,2825256,1432,31.18
12992,Europe,Ukraine,2005,15-24 years,1000,7411176,1917,13.49
12993,Europe,Ukraine,2005,25-34 years,1649,6750466,1917,24.43
12994,Europe,Ukraine,2005,35-54 years,4286,13547879,1917,31.64
12995,Europe,Ukraine,2005,5-14 years,56,4891697,1917,1.14
12996,Europe,Ukraine,2005,55-74 years,2727,9427881,1917,28.92
12997,Europe,Ukraine,2005,75+ years,903,2910171,1917,31.03
12998,Europe,Ukraine,2006,15-24 years,935,7316731,2418,12.78
12999,Europe,Ukraine,2006,25-34 years,1625,6785142,2418,23.95
13000,Europe,Ukraine,2006,35-54 years,3960,13444787,2418,29.45
13001,Europe,Ukraine,2006,5-14 years,42,4638164,2418,0.91
13002,Europe,Ukraine,2006,55-74 years,2556,9415795,2418,27.15
13003,Europe,Ukraine,2006,75+ years,895,2959415,2418,30.24
13004,Europe,Ukraine,2007,15-24 years,1116,7184921,3229,15.53
13005,Europe,Ukraine,2007,25-34 years,1727,6819774,3229,25.32
13006,Europe,Ukraine,2007,35-54 years,3892,13353362,3229,29.15
13007,Europe,Ukraine,2007,5-14 years,50,4423437,3229,1.13
13008,Europe,Ukraine,2007,55-74 years,2405,9461480,3229,25.42
13009,Europe,Ukraine,2007,75+ years,842,2955698,3229,28.49
13010,Europe,Ukraine,2008,15-24 years,974,6966488,4104,13.98
13011,Europe,Ukraine,2008,25-34 years,1634,6908238,4104,23.65
13012,Europe,Ukraine,2008,35-54 years,3555,13272094,4104,26.79
13013,Europe,Ukraine,2008,5-14 years,53,4266929,4104,1.24
13014,Europe,Ukraine,2008,55-74 years,2337,9537136,4104,24.5
13015,Europe,Ukraine,2008,75+ years,901,2905238,4104,31.01
13016,Europe,Ukraine,2009,15-24 years,1054,6685512,2691,15.77
13017,Europe,Ukraine,2009,25-34 years,1690,7029820,2691,24.04
13018,Europe,Ukraine,2009,35-54 years,3635,13192480,2691,27.55
13019,Europe,Ukraine,2009,5-14 years,53,4164842,2691,1.27
13020,Europe,Ukraine,2009,55-74 years,2438,9648578,2691,25.27
13021,Europe,Ukraine,2009,75+ years,845,2836712,2691,29.79
13022,Europe,Ukraine,2010,15-24 years,997,6396782,3141,15.59
13023,Europe,Ukraine,2010,25-34 years,1627,7123959,3141,22.84
13024,Europe,Ukraine,2010,35-54 years,3311,13131894,3141,25.21
13025,Europe,Ukraine,2010,5-14 years,50,4096199,3141,1.22
13026,Europe,Ukraine,2010,55-74 years,2306,9726326,3141,23.71
13027,Europe,Ukraine,2010,75+ years,798,2821649,3141,28.28
13028,Europe,Ukraine,2011,15-24 years,1007,6088207,3788,16.54
13029,Europe,Ukraine,2011,25-34 years,1617,7209224,3788,22.43
13030,Europe,Ukraine,2011,35-54 years,3128,13085330,3788,23.9
13031,Europe,Ukraine,2011,5-14 years,66,4062821,3788,1.62
13032,Europe,Ukraine,2011,55-74 years,2313,9751581,3788,23.72
13033,Europe,Ukraine,2011,75+ years,842,2877628,3788,29.26
13034,Europe,Ukraine,2012,15-24 years,964,5780630,4096,16.68
13035,Europe,Ukraine,2012,25-34 years,1636,7300276,4096,22.41
13036,Europe,Ukraine,2012,35-54 years,3174,13013264,4096,24.39
13037,Europe,Ukraine,2012,5-14 years,55,4079013,4096,1.35
13038,Europe,Ukraine,2012,55-74 years,2292,9733334,4096,23.55
13039,Europe,Ukraine,2012,75+ years,937,3009418,4096,31.14
13040,Europe,Ukraine,2014,15-24 years,678,4949869,3299,13.7
13041,Europe,Ukraine,2014,25-34 years,1499,6987126,3299,21.45
13042,Europe,Ukraine,2014,35-54 years,2786,12180679,3299,22.87
13043,Europe,Ukraine,2014,5-14 years,35,4034180,3299,0.87
13044,Europe,Ukraine,2014,55-74 years,2023,9189949,3299,22.01
13045,Europe,Ukraine,2014,75+ years,947,3122362,3299,30.33
13046,Europe,Ukraine,2015,15-24 years,624,4689129,2256,13.31
13047,Europe,Ukraine,2015,25-34 years,1282,6948764,2256,18.45
13048,Europe,Ukraine,2015,35-54 years,2608,12105297,2256,21.54
13049,Europe,Ukraine,2015,5-14 years,52,4141908,2256,1.26
13050,Europe,Ukraine,2015,55-74 years,2043,9256100,2256,22.07
13051,Europe,Ukraine,2015,75+ years,965,3204248,2256,30.12
13052,Asia,United Arab Emirates,2005,15-24 years,14,735591,42196,1.9
13053,Asia,United Arab Emirates,2005,25-34 years,34,1476758,42196,2.3
13054,Asia,United Arab Emirates,2005,35-54 years,45,1369871,42196,3.28
13055,Asia,United Arab Emirates,2005,5-14 years,0,544156,42196,0.0
13056,Asia,United Arab Emirates,2005,55-74 years,3,141911,42196,2.11
13057,Asia,United Arab Emirates,2005,75+ years,0,12146,42196,0.0
13058,Asia,United Arab Emirates,2006,15-24 years,8,913053,45110,0.88
13059,Asia,United Arab Emirates,2006,25-34 years,42,1718645,45110,2.44
13060,Asia,United Arab Emirates,2006,35-54 years,36,1565179,45110,2.3
13061,Asia,United Arab Emirates,2006,5-14 years,0,559289,45110,0.0
13062,Asia,United Arab Emirates,2006,55-74 years,4,154657,45110,2.59
13063,Asia,United Arab Emirates,2006,75+ years,0,13056,45110,0.0
13064,Asia,United Arab Emirates,2007,15-24 years,22,1060704,45285,2.07
13065,Asia,United Arab Emirates,2007,25-34 years,37,2018240,45285,1.83
13066,Asia,United Arab Emirates,2007,35-54 years,38,1847054,45285,2.06
13067,Asia,United Arab Emirates,2007,5-14 years,0,582815,45285,0.0
13068,Asia,United Arab Emirates,2007,55-74 years,4,172105,45285,2.32
13069,Asia,United Arab Emirates,2007,75+ years,0,14471,45285,0.0
13070,Asia,United Arab Emirates,2008,15-24 years,22,1151064,48457,1.91
13071,Asia,United Arab Emirates,2008,25-34 years,35,2342118,48457,1.49
13072,Asia,United Arab Emirates,2008,35-54 years,40,2194041,48457,1.82
13073,Asia,United Arab Emirates,2008,5-14 years,0,615009,48457,0.0
13074,Asia,United Arab Emirates,2008,55-74 years,3,192143,48457,1.56
13075,Asia,United Arab Emirates,2008,75+ years,0,15983,48457,0.0
13076,Asia,United Arab Emirates,2009,15-24 years,22,1166524,34960,1.89
13077,Asia,United Arab Emirates,2009,25-34 years,56,2637773,34960,2.12
13078,Asia,United Arab Emirates,2009,35-54 years,41,2569466,34960,1.6
13079,Asia,United Arab Emirates,2009,5-14 years,2,648907,34960,0.31
13080,Asia,United Arab Emirates,2009,55-74 years,3,212722,34960,1.41
13081,Asia,United Arab Emirates,2009,75+ years,0,17088,34960,0.0
13082,Asia,United Arab Emirates,2010,15-24 years,16,1115443,36964,1.43
13083,Asia,United Arab Emirates,2010,25-34 years,53,2859182,36964,1.85
13084,Asia,United Arab Emirates,2010,35-54 years,35,2939262,36964,1.19
13085,Asia,United Arab Emirates,2010,5-14 years,0,675433,36964,0.0
13086,Asia,United Arab Emirates,2010,55-74 years,6,232853,36964,2.58
